estimand,declared_role,variable_mean,forced_k16_mean,paired_delta,seed_t95_low,seed_t95_high,paired_video90_low,paired_video90_high
macro_video,primary,0.4829547436690294,0.5004150611293469,-0.017460317460317436,-0.05318752970278,0.018266894782145122,-0.05562770562770563,0.017536075036074985
question_micro,secondary,0.48383084577114427,0.5012437810945273,-0.017412935323383078,-0.022764493445149143,-0.012061377201617013,-0.048524230879521534,0.01379469251549338
